Uniq Id,Product Name,Brand Name,Asin,Category,Upc Ean Code,List Price,Selling Price,Quantity,Model Number,Shipping Weight,Product Dimensions,Image,Sku,Product Url,Stock,Product Details,Dimensions,Color,Ingredients,Direction To Use,Is Amazon Seller,Size Quantity Variant,Product Description
c5f4c94653a3befd8dd16adf2914c04e,DC Cover Girls: Black Canary by Joëlle Jones Statue,,,Toys & Games,,,$84.61,,JAN190710,2.1 pounds,,https://images-na.ssl-images-amazon.com/images/I/415AfhrfM7L.jpg,,https://www.amazon.com/DC-Cover-Girls-Canary-Jo%C3%ABlle/dp/B07M7XYMRW,,,,,,,Y,,
615ba903c134f439eaf8cdd1678ceb5c,"Baby Doll Bedding Chevron Window Valance and Curtain Set, Orange",,,Baby Products,,,$33.92,,,,,https://images-na.ssl-images-amazon.com/images/I/51wmH8yyGxL.jpg,,https://www.amazon.com/Bedding-Chevron-Window-Valance-Curtain/dp/B00LSJV9TS,,,,,,,Y,,
82c86a4d24dce5e14303033d7b658b78,"LEGO Minecraft Creeper BigFig and Ocelot Characters 21156 Buildable Toy Minecraft Figure Gift Set for Play and Decoration, New 2020 (184 Pieces)",,,Toys & Games,,,$14.99,,6288704,5.6 ounces,,https://images-na.ssl-images-amazon.com/images/I/51LoYG%2BDsLL.jpg,,https://www.amazon.com/LEGO-Minecraft-Characters-Buildable-Decoration/dp/B07WG9XJDZ,,,,,,,Y,,
1ecccb43e0f5c0162218371916ffa553,C&D Visionary DC Comic Originals Flash Logo Sticker,,,Toys & Games,,,$4.99,,S-DC-0140,0.16 ounces,,https://images-na.ssl-images-amazon.com/images/I/51RLMxSin-L.jpg,,https://www.amazon.com/Visionary-Comic-Originals-Flash-Sticker/dp/B00U87LZ0Y,,,,,,,Y,,
d1ac6d805fcdf75f9e00af611dd03ce4,"The Learning Journey ABC Melody Maker, Primary",,,Toys & Games,,,$34.39,,299142,2.1 pounds,,https://images-na.ssl-images-amazon.com/images/I/61EE6qrO2BL.jpg,,https://www.amazon.com/Learning-Journey-ABC-Melody-Maker/dp/B00247R078,,,,,,,Y,,
d82015ffbf4cd54b0edfb890002971f3,"The Complete Common Core: State Standards Kit, Grade 5",,,Toys & Games,,,$12.88,,158173,2.9 pounds,,https://images-na.ssl-images-amazon.com/images/I/41gxkFaSFfL.jpg,,https://www.amazon.com/Complete-Common-Core-State-Standards/dp/1623999340,,,,,,,Y,,
39f1b8a2129315da0288cd058b6b6086,Flash Furniture 25''W x 45''L Trapezoid Red HP Laminate Activity Table - Height Adjustable Short Legs,,,Home & Kitchen,,,$117.26,,XU-A2448-TRAP-RED-H-P-GG,39 pounds,,https://images-na.ssl-images-amazon.com/images/I/31WxfYlS8XL.jpg,,https://www.amazon.com/Flash-Furniture-Trapezoid-Laminate-Activity/dp/B00777W7GE,,,,,,,Y,,
4af0833f20a8421788fc04577b0ef1c5,Schylling Veterinarian Kit,,,Toys & Games,,,$9.39,,VKIT,15.2 ounces,,https://images-na.ssl-images-amazon.com/images/I/51wOrcShPHL.jpg,,https://www.amazon.com/Schylling-Veterinarian-Kit/dp/B079C6NV2Y,,,,,,,Y,,
fd71391871b94ead84733bc272dd5886,Yellies! Frizz; Voice-Activated Spider Pet; Ages 5 & Up,,,Toys & Games,,,$17.85,,E5785AS00,4.2 ounces,,https://images-na.ssl-images-amazon.com/images/I/41YYqvdWT5L.jpg,,https://www.amazon.com/Hasbro-Yellies-Frizz-Voice-Activated-Spider/dp/B07FQ4JBXG,,,,,,,Y,,
a84f14dd0114d78f178b16f093cab0e0,Disney HK318329 Sofia The First Sleepover Set,,,Toys & Games,,,$27.50,,HK318329,2 pounds,,https://images-na.ssl-images-amazon.com/images/I/51oF4e0NvcL.jpg,,https://www.amazon.com/Disney-HK318329-Sofia-First-Sleepover/dp/B00GJAT9JI,,,,,,,Y,,
f5b9392a03cfae8817307a36411c8b17,Team Associated 9665 Hinge Pin Brace with Hinge Pins B4/T4,,,Toys & Games,,,$10.99,,ASC9665,1.6 ounces,,https://images-na.ssl-images-amazon.com/images/I/41bHRYbeLgL.jpg,,https://www.amazon.com/Team-Associated-9665-Hinge-Brace/dp/B000BOB45U,,,,,,,Y,,
89a993dbc079cc3fbe9088c8170b6f99,"PLUS PLUS - Construction Building Toy, Open Play Set - 3,600 Pieces with Storage Tub - Basic Color Mix",,,Toys & Games,,,$159.99,,3373,5.3 pounds,,https://images-na.ssl-images-amazon.com/images/I/51qmz2JiIHL.jpg,,https://www.amazon.com/PLUS-3600-Pc-Set-Educational/dp/B00JZO7CNA,,,,,,,Y,,
84fb43b933850dc05e57a162c5ba1702,"Big Party Pack Orange Peel Plastic Plates | 10.25"" | Pack of 50 | Party Supply",,,Toys & Games,,,$12.63,,,,,https://images-na.ssl-images-amazon.com/images/I/41BRiHD0dYL.jpg,,https://www.amazon.com/Party-Orange-Plastic-Plates-Supply/dp/B00BFX761C,,,,,,,Y,,
af983053a35fa2a843092369ff3b400b,Peppa Pig Shape Sorter Clock Puzzle (12Piece),,,Toys & Games,,,$11.88,,68008,11.2 ounces,,https://images-na.ssl-images-amazon.com/images/I/519BaFjimBL.jpg,,https://www.amazon.com/Peppa-Pig-Sorter-Puzzle-12Piece/dp/B015EOHBKI,,,,,,,Y,,
6d38858169064c8b7069a19c90dd0ae4,Huffy Kids Bikes 16 & 20 inch with Streamers and BMX Pegs,,,Toys & Games,,,$74.99 - $249.99,,,,,https://images-na.ssl-images-amazon.com/images/I/41bejMzMMgL.jpg,,https://www.amazon.com/Huffy-Boys-Thunder-16-Inch-Wheels/dp/B001JEPXUS,,,,,,,Y,,
326ebcfaa8d5204b634b5648e88e2fe4,NKOK Sonic and Sega All Stars Racing Remote Controlled Car - Sonic The Hedgehog,,,Toys & Games,,,$26.99,,RC-611,1.23 pounds,,https://images-na.ssl-images-amazon.com/images/I/51M1sShThFL.jpg,,https://www.amazon.com/NKOK-Sonic-Racing-Remote-Controlled/dp/B003SUW37W,,,,,,,Y,,
a11d9462309527143094a0f68bce0a58,Industro Stainless Steel Hose Clamps,,,Home & Kitchen,,,$34.27,,193,1.37 pounds,,https://images-na.ssl-images-amazon.com/images/I/41y%2BKv5LLzL.jpg,,https://www.amazon.com/Industro-Stainless-Steel-Hose-Clamps/dp/B07M9BPMTK,,,,,,,Y,,
fdd8daf07ddd4a23832f3da7d209252f,"Oopsy Daisy Birchwood Owl Growth Chart, Pink, 12"" x 42""",,,Baby Products,,,$18.70,,NB19671,13.6 ounces,,https://images-na.ssl-images-amazon.com/images/I/31B3hyqqWAL.jpg,,https://www.amazon.com/Oopsy-Daisy-Birchwood-Growth-Chart/dp/B00LA48EP8,,,,,,,Y,,
c15e7efbe14b9bbcb8b7fe31f9818021,Springbok Puzzles - Christmas Wishes - 400 Piece Jigsaw Puzzle - Large 26.75 Inches by 20.5 Inches Puzzle - Made in USA - Unique Cut Interlocking Pieces - Big Pieces for Kids & Small Pieces for Adults,,,Toys & Games,,,$14.95,,34-70549,1.61 pounds,,https://images-na.ssl-images-amazon.com/images/I/518B%2BLjZbOL.jpg,,https://www.amazon.com/Springbok-Puzzles-Christmas-Wishes-Interlocking/dp/B071GRMV63,,,,,,,Y,,
5bb4a9aa52085ada20006d166b1e2f87,Franklin Sports Eye Black Stickers for Kids - Customizable Lettering Baseball and Football Eye Black Stickers - White Pencil Included,,,Sports & Outdoors,,,$6.91,,11392S11,0.8 ounces,0.4 x 4.2 x 6.2 inches,https://images-na.ssl-images-amazon.com/images/I/51CiVVrsClL.jpg,,https://www.amazon.com/Franklin-Sports-Eye-Black-Stickers/dp/B009Z2WXA4,,,,,,,Y,,
2339c5be505bf647ebff669697c6bc25,Costume Sunglasses Clown from IT Sun-Staches Party Favors UV400,,,Toys & Games,,,$5.99,,SG3301,3.36 ounces,,https://images-na.ssl-images-amazon.com/images/I/41UH2QoXb2L.jpg,,https://www.amazon.com/Costume-Sunglasses-Clown-Sun-Staches-Favors/dp/B07GG8DFWD,,,,,,,Y,,
93c659c89f9a1a81374c61c3fdf881bb,"Jay Franco Disney Frozen 2 Forest Spirit Twin/Full Comforter & Sham Set, Mutli",,,Home & Kitchen,,,$36.37,,JF40350EPCD,4.23 pounds,,https://images-na.ssl-images-amazon.com/images/I/41uqfIm8fZL.jpg,,https://www.amazon.com/Jay-Franco-Disney-Frozen-Comforter/dp/B07V5JT7XP,,,,,,,Y,,
25a1fcc6db40f86566c5f2d902407b15,TAMASHII NATIONS Bandai S.H. Figuarts Captain America & Tamashii Effect Explosion Avengers: Infinity War Action Figure,,,Toys & Games,,,$60.87,,BAN 27626.00,1.45 pounds,,https://images-na.ssl-images-amazon.com/images/I/41pkph02FPL.jpg,,https://www.amazon.com/Tamashii-Nations-Figuarts-Explosion-Avengers/dp/B07BK72H55,,,,,,,N,,
171c7524e8cf032d08d1315f3a538345,"Forum Novelties Union Officer Child's Costume, Medium",,,"Clothing, Shoes & Jewelry",,,$21.07,,69924,12.8 ounces,,https://images-na.ssl-images-amazon.com/images/I/314rdsW5WLL.jpg,,https://www.amazon.com/Forum-Novelties-Officer-Childs-Costume/dp/B00GD3F3QE,,,,,,,Y,,
0b6ee0084290e441d87cd5db35cdabb3,"Weiler 14506 Nylox Cup Brush, 6"", 0.40/80SC Crimped Fill, 5/8""-11 UNC Nut",,,Toys & Games,,,$73.58,,14506,2 pounds,2.3 x 6.8 x 7 inches,https://images-na.ssl-images-amazon.com/images/I/41l73fvCvTL.jpg,,https://www.amazon.com/Weiler-14506-Nylox-Brush-Crimped/dp/B01024488I,,,,,,,Y,,
4449b3fa30a6becd3ede26511c8b2180,Disney Mickey Golf Ball Spinner Pewter Key Ring Key Accessory,,,Toys & Games,,,$8.44,,85441,1.12 ounces,,https://images-na.ssl-images-amazon.com/images/I/31iK4bdZltL.jpg,,https://www.amazon.com/Disney-Mickey-Spinner-Pewter-Accessory/dp/B074JR44HN,,,,,,,Y,,
4832387affc268b3c9d6cca70dbdbcb4,"Anagram International 3085101 Go Team Megaphone Shop Balloon Pack, 29""",,,Toys & Games,,,$6.45,,3085101,1.6 ounces,,https://images-na.ssl-images-amazon.com/images/I/51DcBG52cRL.jpg,,https://www.amazon.com/Anagram-International-3085101-Megaphone-Balloon/dp/B00XH4Z6SC,,,,,,,Y,,
487a3cc651bddbccb4738ef1e5aa40d0,"Happy Birthday Jointed Letter Banner, Under Construction",,,Toys & Games,,,$3.12,,295955,4.8 ounces,,https://images-na.ssl-images-amazon.com/images/I/31kDRZp3aYL.jpg,,https://www.amazon.com/Birthday-Jointed-Letter-Banner-Construction/dp/B001GQHUIW,,,,,,,Y,,
c3296d8ad42c3998c205f0dbca3998f3,Poopsie Unicorn Crush with Glitter and Slime Surprise (2-Pack),,,Toys & Games,,,$6.94 $ 6 . 94,,564065,1.3 pounds,,https://images-na.ssl-images-amazon.com/images/I/514Kr37-10L.jpg,,https://www.amazon.com/Poopsie-Unicorn-Glitter-Surprise-2-Pack/dp/B07PMTQCCY,,,,,,,Y,,
3d63af78f4051d04ff6244e9cd299654,Funko Pop! Games: Persona 5 - The Joker (Styles May Vary),,,,,,$15.45,,37407,4.6 ounces,2.5 x 2.5 x 3.8 inches,https://images-na.ssl-images-amazon.com/images/I/41TFQrt8IpL.jpg,,https://www.amazon.com/Funko-Pop-Games-Persona-Styles/dp/B07KPHPDM9,,,,,,,Y,,
a1793c26a96a83a1544300a431e62902,Klutz Decorate This Journal Toy,,,Toys & Games,,,$16.01,,9781338106374,13.6 ounces,,https://images-na.ssl-images-amazon.com/images/I/61t-EZ%2B7P5L.jpg,,https://www.amazon.com/Klutz-Decorate-This-Journal-Toy/dp/1338106376,,,,,,,Y,,
486702a222224c41f9e243713d03f27a,Random Esoteric Creature Generator for Classic Fantasy Rpgs & Their Modern Simulacra,,,Toys & Games,,,$19.94,,LFP0059,5.6 ounces,,https://images-na.ssl-images-amazon.com/images/I/51oatsxdgAL.jpg,,https://www.amazon.com/Esoteric-Creature-Generator-Classic-Simulacra/dp/9527238269,,,,,,,Y,,
6eedbf9388a4d905870f8fcd20790823,Bachmann Trains Great Northern Gondola,,,Toys & Games,,,$22.38,,,,,https://images-na.ssl-images-amazon.com/images/I/31kzNqRrchL.jpg,,https://www.amazon.com/Bachmann-Trains-Great-Northern-Gondola/dp/B0013K2WV6,,,,,,,Y,,
dbf306088532d98d12f7da924cb4e87b,"Disney's Alice in Wonderland, ""The Hatter's Mad"" Woven Tapestry Throw Blanket, 48"" x 60"", Multi Color",,,Home & Kitchen,,,$35.00,,1AWL/05100/0005/RET,1.64 pounds,,https://images-na.ssl-images-amazon.com/images/I/61cQuMg%2BzRL.jpg,,https://www.amazon.com/Disneys-Wonderland-Hatters-Tapestry-Blanket/dp/B07DR4ZNLF,,,,,,,Y,,
437d953bb394e40c86873504d40e1b44,Pacific Play Tent Agility Dog Training Chute,,,Pet Supplies,,,$37.98,,90001,6.4 pounds,26 x 26 x 3 inches  10.2 ounces,https://images-na.ssl-images-amazon.com/images/I/31OFz0j98cL.jpg,,https://www.amazon.com/Pacific-Play-Tents-90001-Agility/dp/B0012EWUK6,,,,,,,Y,,
e84e6e3a05a6fc610ff155b851fa1713,Barbie Babysitters Inc. Popcorn Set,,,Toys & Games,,,$9.93,,FHY90,5.6 ounces,,https://images-na.ssl-images-amazon.com/images/I/41NtDcWj7SL.jpg,,https://www.amazon.com/Barbie-Babysitters-Inc-Popcorn-Set/dp/B0756J82GW,,,,,,,Y,,
54f37f5ba4be7549cdf4a945bf1bdaad,"Losi Ride Height Gauge, LOSA99173",,,Toys & Games,,,$11.99,,LOSA99173,0.32 ounces,,https://images-na.ssl-images-amazon.com/images/I/31aySv2AslL.jpg,,https://www.amazon.com/Team-Losi-Ride-Height-Gauge/dp/B001IKVO1U,,,,,,,Y,,
4f41e104e3332ef045a90d8a294ffbd5,Melissa & Doug Disney Cinderella Rags to Riches Wooden Magnetic Game With 10 Magnetic Pieces and Wand,,,Toys & Games,,,$11.12,,7189,15.2 ounces,,https://images-na.ssl-images-amazon.com/images/I/61Dh3Liw2dL.jpg,,https://www.amazon.com/Melissa-Doug-Disney-Cinderella-Magnetic/dp/B00P2SL9JG,,,,,,,Y,,
a6c9ec0ff537edf9736f99b3ca993506,VTech Twist and Hug Koala Rattle,,,Toys & Games,,,$7.99,,80-513200,8.5 ounces,,https://images-na.ssl-images-amazon.com/images/I/41rulumRSTL.jpg,,https://www.amazon.com/VTech-Twist-Hug-Koala-Rattle/dp/B07GXMCWT5,,,,,,,Y,,
